Effective date ,S&P 500 Financials Bond Index,S&P 500  Consumer Discretionary Bond Index,S&P 500  Energy Bond Index,S&P 500 Telecommunication Services Bond Index,S&P 500  Industrials Bond Index
27/10/2014,2.46,2.95,3.22,3.55,2.48
28/10/2014,2.48,2.97,3.25,3.56,2.5
29/10/2014,2.53,3.01,3.3,3.59,2.54
30/10/2014,2.51,3,3.29,3.58,2.53
31/10/2014,2.53,3.03,3.32,3.61,2.56
3/11/2014,2.57,3.04,3.34,3.63,2.58
4/11/2014,2.58,3.04,3.36,3.63,2.58
5/11/2014,2.58,3.05,3.37,3.64,2.58
6/11/2014,2.61,3.08,3.4,3.64,2.61
7/11/2014,2.56,3.02,3.36,3.6,2.56
10/11/2014,2.6,3.07,3.4,3.65,2.61
11/11/2014,2.6,3.07,3.4,3.65,2.61
12/11/2014,2.59,3.08,3.42,3.65,2.6
13/11/2014,2.58,3.07,3.42,3.64,2.59
14/11/2014,2.56,3.05,3.42,3.62,2.57
17/11/2014,2.59,3.09,3.46,3.68,2.6
18/11/2014,2.59,3.08,3.46,3.68,2.59
19/11/2014,2.62,3.11,3.49,3.69,2.61
20/11/2014,2.59,3.09,3.48,3.67,2.6
21/11/2014,2.58,3.07,3.44,3.63,2.58
24/11/2014,2.57,3.06,3.43,3.62,2.59
25/11/2014,2.53,3.02,3.38,3.58,2.55
26/11/2014,2.52,3,3.37,3.55,2.53
27/11/2014,2.5,2.98,3.35,3.54,2.52
28/11/2014,2.49,2.97,3.39,3.52,2.5
1/12/2014,2.5,3.01,3.5,3.57,2.54
2/12/2014,2.56,3.07,3.56,3.66,2.61
3/12/2014,2.57,3.07,3.56,3.64,2.6
4/12/2014,2.55,3.05,3.55,3.62,2.58
5/12/2014,2.62,3.1,3.62,3.65,2.64
8/12/2014,2.59,3.07,3.61,3.64,2.61
9/12/2014,2.57,3.05,3.63,3.64,2.59
10/12/2014,2.54,3.01,3.62,3.62,2.55
11/12/2014,2.56,3.03,3.67,3.65,2.57
12/12/2014,2.51,2.98,3.65,3.59,2.5
15/12/2014,2.55,3.01,3.69,3.62,2.55
16/12/2014,2.55,2.99,3.72,3.63,2.52
17/12/2014,2.63,3.06,3.78,3.68,2.59
18/12/2014,2.64,3.09,3.78,3.67,2.62
19/12/2014,2.62,3.06,3.75,3.64,2.6
22/12/2014,2.61,3.05,3.73,3.64,2.59
23/12/2014,2.67,3.12,3.8,3.73,2.66
24/12/2014,2.66,3.12,3.79,3.72,2.66
25/12/2014,2.67,3.12,3.79,3.72,2.66
26/12/2014,2.66,3.11,3.78,3.7,2.65
29/12/2014,2.63,3.06,3.74,3.67,2.62
30/12/2014,2.61,3.04,3.72,3.66,2.6
31/12/2014,2.59,3.02,3.71,3.64,2.58
1/1/2015,2.62,3.06,3.71,3.64,2.6
2/1/2015,2.59,3.02,3.67,3.6,2.56
5/1/2015,2.55,2.97,3.63,3.57,2.51
6/1/2015,2.51,2.92,3.61,3.52,2.46
7/1/2015,2.5,2.92,3.6,3.52,2.45
8/1/2015,2.53,2.96,3.64,3.57,2.49
9/1/2015,2.49,2.91,3.6,3.52,2.45
12/1/2015,2.45,2.87,3.57,3.48,2.41
13/01/2015,2.44,2.85,3.58,3.46,2.4
14/01/2015,2.42,2.83,3.57,3.46,2.37
15/01/2015,2.38,2.77,3.53,3.4,2.32
16/01/2015,2.44,2.82,3.59,3.47,2.37
19/01/2015,2.39,2.77,3.54,3.43,2.32
20/01/2015,2.44,2.81,3.58,3.45,2.36
21/01/2015,2.47,2.85,3.62,3.48,2.4
22/01/2015,2.48,2.87,3.64,3.47,2.42
23/01/2015,2.43,2.81,3.57,3.42,2.36
26/01/2015,2.44,2.83,3.58,3.42,2.38
27/01/2015,2.43,2.82,3.57,3.42,2.37
28/01/2015,2.36,2.74,3.48,3.32,2.29
29/01/2015,2.38,2.77,3.52,3.37,2.32
30/01/2015,2.33,2.71,3.46,3.31,2.26
2/2/2015,2.35,2.72,3.47,3.28,2.27
3/2/2015,2.41,2.8,3.53,3.35,2.35
4/2/2015,2.41,2.8,3.52,3.36,2.35
5/2/2015,2.41,2.81,3.51,3.4,2.36
6/2/2015,2.5,2.92,3.58,3.45,2.46
9/2/2015,2.5,2.92,3.56,3.47,2.47
10/2/2015,2.53,2.95,3.58,3.51,2.49
11/2/2015,2.52,2.95,3.56,3.51,2.48
12/2/2015,2.51,2.94,3.55,3.49,2.47
13/02/2015,2.52,2.96,3.56,3.53,2.49
16/02/2015,2.54,2.99,3.58,3.56,2.51
17/02/2015,2.59,3.05,3.64,3.62,2.57
18/02/2015,2.5,2.96,3.54,3.46,2.5
19/02/2015,2.53,2.99,3.57,3.56,2.52
20/02/2015,2.55,3,3.57,3.57,2.53
23/02/2015,2.49,2.93,3.5,3.52,2.47
24/02/2015,2.43,2.87,3.44,3.43,2.41
25/02/2015,2.43,2.86,3.43,3.43,2.4
26/02/2015,2.47,2.91,3.46,3.48,2.45
27/02/2015,2.46,2.89,3.44,3.48,2.43
2/3/2015,2.53,2.96,3.43,3.56,2.53
3/3/2015,2.55,2.98,3.45,3.56,2.55
4/3/2015,2.54,2.98,3.45,3.54,2.54
5/3/2015,2.52,2.96,3.42,3.48,2.53
6/3/2015,2.62,3.06,3.53,3.6,2.63
9/3/2015,2.59,3.02,3.49,3.57,2.59
10/3/2015,2.56,2.97,3.46,3.53,2.55
11/3/2015,2.56,2.97,3.45,3.54,2.54
12/3/2015,2.54,2.96,3.45,3.51,2.53
13/03/2015,2.55,2.98,3.49,3.58,2.54
16/03/2015,2.56,2.98,3.52,3.6,2.53
17/03/2015,2.56,2.96,3.51,3.58,2.52
18/03/2015,2.46,2.87,3.42,3.47,2.43
19/03/2015,2.49,2.9,3.45,3.49,2.46
20/03/2015,2.46,2.86,3.41,3.46,2.42
23/03/2015,2.45,2.86,3.41,3.45,2.42
24/03/2015,2.43,2.83,3.37,3.42,2.39
25/03/2015,2.46,2.86,3.41,3.46,2.43
26/03/2015,2.52,2.93,3.48,3.52,2.49
27/03/2015,2.46,2.87,3.41,3.43,2.43
30/03/2015,2.47,2.89,3.41,3.44,2.44
31/03/2015,2.43,2.86,3.38,3.46,2.42
1/4/2015,2.41,2.82,3.28,3.42,2.38
2/4/2015,2.43,2.85,3.3,3.44,2.4
3/4/2015,2.36,2.79,3.24,3.39,2.34
6/4/2015,2.41,2.84,3.29,3.43,2.39
7/4/2015,2.4,2.83,3.26,3.37,2.38
8/4/2015,2.4,2.83,3.25,3.4,2.38
9/4/2015,2.45,2.88,3.3,3.46,2.43
10/4/2015,2.44,2.87,3.28,3.44,2.41
13/04/2015,2.43,2.86,3.26,3.44,2.39
14/04/2015,2.41,2.83,3.04,3.43,2.36
15/04/2015,2.4,2.83,3.03,3.38,2.35
16/04/2015,2.38,2.81,3.02,3.3,2.33
17/04/2015,2.38,2.8,3,3.38,2.32
20/04/2015,2.41,2.85,3.05,3.42,2.36
21/04/2015,2.42,2.86,3.05,3.44,2.37
22/04/2015,2.45,2.91,3.09,3.48,2.41
23/04/2015,2.43,2.91,3.06,3.47,2.38
24/04/2015,2.4,2.9,3.04,3.44,2.36
27/04/2015,2.42,2.91,3.05,3.45,2.37
28/04/2015,2.45,2.97,3.1,3.51,2.41
29/04/2015,2.49,3.01,3.15,3.57,2.45
30/04/2015,2.5,3.01,3.16,3.6,2.46
1/5/2015,2.57,3.09,3.22,3.65,2.53
4/5/2015,2.56,3.1,3.23,3.67,2.54
5/5/2015,2.6,3.13,3.25,3.68,2.57
6/5/2015,2.63,3.17,3.3,3.72,2.61
7/5/2015,2.6,3.13,3.26,3.67,2.57
8/5/2015,2.56,3.1,3.23,3.65,2.54
11/5/2015,2.64,3.2,3.33,3.76,2.63
12/5/2015,2.62,3.17,3.3,3.74,2.61
13/05/2015,2.62,3.18,3.31,3.74,2.61
14/05/2015,2.58,3.15,3.27,3.73,2.58
15/05/2015,2.52,3.08,3.2,3.63,2.52
18/05/2015,2.59,3.16,3.28,3.72,2.59
19/05/2015,2.62,3.19,3.31,3.74,2.62
20/05/2015,2.61,3.2,3.3,3.76,2.61
21/05/2015,2.58,3.15,3.26,3.71,2.57
22/05/2015,2.62,3.21,3.31,3.75,2.62
25/05/2015,2.61,3.19,3.29,3.73,2.6
26/05/2015,2.57,3.12,3.24,3.67,2.56
27/05/2015,2.59,3.13,3.25,3.7,2.57
28/05/2015,2.58,3.12,3.25,3.7,2.57
29/05/2015,2.55,3.11,3.23,3.7,2.54
1/6/2015,2.66,3.21,3.51,3.69,2.65
2/6/2015,2.72,3.26,3.56,3.76,2.7
3/6/2015,2.77,3.33,3.62,3.79,2.76
4/6/2015,2.73,3.28,3.56,3.77,2.71
5/6/2015,2.8,3.36,3.64,3.85,2.79
8/6/2015,2.78,3.34,3.62,3.82,2.77
9/6/2015,2.81,3.37,3.66,3.86,2.81
10/6/2015,2.9,3.42,3.7,3.91,2.85
11/6/2015,2.84,3.35,3.63,3.83,2.79
12/6/2015,2.86,3.37,3.65,3.85,2.8
15/06/2015,2.84,3.36,3.64,3.86,2.79
16/06/2015,2.82,3.34,3.64,3.84,2.77
17/06/2015,2.82,3.34,3.64,3.84,2.77
18/06/2015,2.83,3.36,3.65,3.84,2.79
19/06/2015,2.78,3.3,3.59,3.77,2.72
22/06/2015,2.86,3.4,3.66,3.85,2.8
23/06/2015,2.91,3.43,3.71,3.91,2.84
24/06/2015,2.85,3.39,3.66,3.84,2.8
25/06/2015,2.87,3.41,3.69,3.87,2.82
26/06/2015,2.92,3.47,3.75,3.94,2.88
29/06/2015,2.83,3.35,3.64,3.84,2.77
30/06/2015,2.84,3.37,3.66,3.85,2.79
1/7/2015,2.87,3.46,3.74,4,2.88
2/7/2015,2.83,3.42,3.7,3.96,2.84
6/7/2015,2.75,3.33,3.62,3.87,2.74
7/7/2015,2.74,3.31,3.61,3.85,2.72
8/7/2015,2.72,3.29,3.6,3.85,2.7
9/7/2015,2.78,3.38,3.69,3.93,2.78
10/7/2015,2.87,3.47,3.77,4.01,2.87
13/07/2015,2.87,3.48,3.78,4.02,2.87
14/07/2015,2.86,3.46,3.76,4.01,2.85
15/07/2015,2.83,3.42,3.72,3.98,2.81
16/07/2015,2.84,3.43,3.73,3.98,2.83
17/07/2015,2.85,3.43,3.73,3.96,2.83
20/07/2015,2.88,3.46,3.77,4,2.86
21/07/2015,2.85,3.44,3.76,3.96,2.83
22/07/2015,2.85,3.43,3.77,3.95,2.82
23/07/2015,2.82,3.39,3.75,3.92,2.79
24/07/2015,2.82,3.39,3.76,3.93,2.79
27/07/2015,2.79,3.37,3.74,3.92,2.76
28/07/2015,2.81,3.39,3.78,3.93,2.78
29/07/2015,2.83,3.41,3.81,3.95,2.81
30/07/2015,2.83,3.41,3.8,3.95,2.81
31/07/2015,2.78,3.36,3.76,3.9,2.76
3/8/2015,2.77,3.34,3.7,3.91,2.73
4/8/2015,2.83,3.41,3.76,3.97,2.79
5/8/2015,2.87,3.46,3.81,4.03,2.84
6/8/2015,2.84,3.48,3.8,4.03,2.81
7/8/2015,2.81,3.44,3.76,3.99,2.78
10/8/2015,2.86,3.49,3.82,4.05,2.83
11/8/2015,2.79,3.41,3.75,3.99,2.75
12/8/2015,2.8,3.42,3.78,4.04,2.76
13/08/2015,2.85,3.47,3.85,4.08,2.81
14/08/2015,2.87,3.48,3.86,4.06,2.82
17/08/2015,2.83,3.44,3.83,4.01,2.79
18/08/2015,2.86,3.5,3.88,4.08,2.82
19/08/2015,2.8,3.44,3.84,4.04,2.76
20/08/2015,2.8,3.43,3.84,4.02,2.74
21/08/2015,2.77,3.4,3.84,4.02,2.72
24/08/2015,2.74,3.37,3.87,4.02,2.68
25/08/2015,2.85,3.49,3.99,4.11,2.81
26/08/2015,2.85,3.52,4.01,4.14,2.82
27/08/2015,2.84,3.5,3.98,4.06,2.81
28/08/2015,2.89,3.53,3.99,4.07,2.84
31/08/2015,2.9,3.54,4,4.08,2.86
1/9/2015,2.88,3.51,4,4.06,2.85
2/9/2015,2.89,3.52,4,4.07,2.86
3/9/2015,2.86,3.48,3.97,4.02,2.83
4/9/2015,2.83,3.45,3.94,3.97,2.8
8/9/2015,2.88,3.5,3.96,4.01,2.86
9/9/2015,2.87,3.47,3.93,3.97,2.84
10/9/2015,2.88,3.5,3.95,4.01,2.87
11/9/2015,2.85,3.46,3.92,3.99,2.83
14/09/2015,2.86,3.47,3.94,3.99,2.84
15/09/2015,2.94,3.56,4.03,4.08,2.92
16/09/2015,2.95,3.56,4.04,4.06,2.93
17/09/2015,2.85,3.46,3.94,3.97,2.83
18/09/2015,2.79,3.39,3.87,3.92,2.77
21/09/2015,2.86,3.47,3.95,4,2.84
22/09/2015,2.8,3.39,3.88,3.93,2.74
23/09/2015,2.82,3.41,3.9,3.95,2.74
24/09/2015,2.8,3.4,3.9,3.95,2.72
25/09/2015,2.84,3.44,3.95,4,2.76
28/09/2015,2.79,3.39,3.97,3.96,2.71
29/09/2015,2.77,3.38,3.99,3.95,2.7
30/09/2015,2.79,3.41,4.01,3.96,2.71
1/10/2015,2.82,3.4,4.03,3.98,2.73
2/10/2015,2.76,3.35,4,3.92,2.69
5/10/2015,2.8,3.41,4.03,3.94,2.75
6/10/2015,2.77,3.38,4,3.9,2.74
7/10/2015,2.79,3.39,3.97,3.89,2.75
8/10/2015,2.81,3.42,4.01,3.92,2.79
9/10/2015,2.8,3.41,3.98,3.9,2.78
13/10/2015,2.77,3.37,3.94,3.87,2.74
14/10/2015,2.71,3.31,3.87,3.82,2.68
15/10/2015,2.74,3.35,3.91,3.85,2.71
16/10/2015,2.75,3.34,3.91,3.84,2.72
19/10/2015,2.75,3.35,3.91,3.84,2.72
20/10/2015,2.77,3.39,3.93,3.87,2.75
21/10/2015,2.73,3.34,3.88,3.81,2.71
22/10/2015,2.72,3.32,3.88,3.77,2.7
23/10/2015,2.75,3.36,3.92,3.8,2.74
26/10/2015,2.72,3.32,3.89,3.75,2.72
27/10/2015,2.7,3.3,3.9,3.74,2.7
28/10/2015,2.76,3.36,3.97,3.82,2.75
29/10/2015,2.81,3.42,4.03,3.89,2.81
30/10/2015,2.79,3.4,4.02,3.87,2.79
2/11/2015,2.83,3.44,4.07,3.9,2.8
3/11/2015,2.86,3.47,4.1,3.95,2.82
4/11/2015,2.87,3.48,4.11,3.94,2.84
5/11/2015,2.87,3.49,4.12,3.93,2.85
6/11/2015,2.94,3.56,4.19,3.98,2.91
9/11/2015,2.93,3.56,4.2,3.97,2.91
10/11/2015,2.9,3.53,4.18,3.97,2.88
12/11/2015,2.91,3.54,4.2,3.99,2.89
13/11/2015,2.87,3.51,4.18,3.96,2.87
16/11/2015,2.86,3.5,4.2,3.97,2.86
17/11/2015,2.84,3.49,4.21,3.93,2.84
18/11/2015,2.85,3.5,4.22,3.95,2.85
19/11/2015,2.84,3.48,4.22,3.91,2.84
20/11/2015,2.86,3.5,4.26,3.93,2.85
23/11/2015,2.85,3.49,4.26,3.91,2.85
24/11/2015,2.85,3.48,4.28,3.92,2.84
25/11/2015,2.84,3.48,4.28,3.91,2.83
27/11/2015,2.84,3.48,4.28,3.9,2.83
30/11/2015,2.84,3.47,4.29,3.89,2.83
1/12/2015,2.81,3.42,4.24,3.83,2.81
2/12/2015,2.84,3.44,4.39,3.84,2.82
3/12/2015,2.95,3.56,4.49,3.98,2.94
4/12/2015,2.91,3.51,4.4,3.92,2.88
7/12/2015,2.88,3.48,4.39,3.87,2.85
8/12/2015,2.91,3.5,4.48,3.93,2.87
9/12/2015,2.89,3.48,4.39,3.91,2.85
10/12/2015,2.94,3.52,4.47,3.93,2.88
11/12/2015,2.86,3.44,4.46,3.89,2.8
14/12/2015,2.99,3.55,4.61,3.99,2.89
15/12/2015,3.02,3.59,4.69,4.02,2.92
16/12/2015,3.04,3.61,4.72,4.04,2.94
17/12/2015,3,3.56,4.79,3.99,2.91
18/12/2015,2.97,3.53,4.86,3.99,2.88
21/12/2015,2.96,3.54,4.87,3.99,2.88
22/12/2015,2.99,3.57,4.92,4.03,2.91
23/12/2015,3,3.59,4.91,4.03,2.93
24/12/2015,2.99,3.57,4.89,4.01,2.91
28/12/2015,2.98,3.56,4.88,4,2.91
29/12/2015,3.04,3.63,4.95,4.08,2.98
30/12/2015,3.02,3.62,4.94,4.06,2.96
31/12/2015,2.99,3.59,4.91,4.03,2.94
4/1/2016,3.01,3.6,4.84,4.03,2.93
5/1/2016,3.02,3.6,4.83,4.04,2.94
6/1/2016,2.97,3.54,4.79,3.97,2.87
7/1/2016,2.95,3.53,4.79,3.95,2.86
8/1/2016,2.94,3.52,4.79,3.94,2.84
11/1/2016,2.95,3.56,4.86,3.97,2.86
12/1/2016,2.92,3.51,4.87,3.93,2.81
13/01/2016,2.92,3.5,4.9,3.92,2.79
14/01/2016,2.94,3.53,5,3.97,2.82
15/01/2016,2.92,3.5,5.11,3.96,2.77
19/01/2016,2.95,3.52,5.19,3.96,2.79
20/01/2016,2.94,3.53,5.4,4,2.76
21/01/2016,2.96,3.56,5.43,4.03,2.8
22/01/2016,2.99,3.59,5.39,4,2.83
25/01/2016,2.99,3.58,5.39,4.02,2.82
26/01/2016,2.98,3.56,5.41,4.01,2.79
27/01/2016,2.99,3.58,5.46,4.03,2.8
28/01/2016,2.98,3.57,5.44,4.03,2.79
29/01/2016,2.94,3.53,5.4,4.01,2.75
1/2/2016,3,3.57,5.5,4.08,2.79
2/2/2016,2.93,3.5,5.5,3.99,2.71
3/2/2016,2.95,3.52,5.54,4.02,2.73
4/2/2016,2.95,3.52,5.51,3.99,2.71
5/2/2016,2.96,3.52,5.53,3.98,2.71
8/2/2016,2.92,3.44,5.48,3.93,2.65
9/2/2016,2.98,3.48,5.54,3.95,2.66
10/2/2016,2.97,3.47,5.58,3.94,2.65
11/2/2016,2.97,3.46,5.7,3.93,2.64
12/2/2016,3.04,3.54,5.79,4,2.71
16/02/2016,3.05,3.56,5.83,3.99,2.73
17/02/2016,3.07,3.58,5.82,4.03,2.76
18/02/2016,3,3.52,5.68,3.96,2.7
19/02/2016,3.01,3.53,5.76,3.94,2.71
22/02/2016,3.01,3.54,5.71,3.94,2.72
23/02/2016,2.99,3.51,5.68,3.92,2.7
24/02/2016,2.99,3.5,5.7,3.93,2.7
25/02/2016,2.95,3.46,5.62,3.86,2.66
26/02/2016,3.01,3.52,5.65,3.92,2.73
29/02/2016,2.98,3.49,5.57,3.85,2.7
1/3/2016,3.07,3.56,5.28,3.92,2.77
2/3/2016,3.06,3.54,5.21,3.89,2.76
3/3/2016,3.04,3.51,5.12,3.86,2.74
4/3/2016,3.07,3.54,5.1,3.88,2.78
7/3/2016,3.08,3.53,5.01,3.84,2.79
8/3/2016,3.02,3.46,4.94,3.74,2.73
9/3/2016,3.06,3.49,4.97,3.78,2.76
10/3/2016,3.06,3.49,4.95,3.74,2.78
11/3/2016,3.07,3.5,4.93,3.75,2.8
14/03/2016,3.03,3.46,4.85,3.69,2.79
15/03/2016,3.02,3.44,4.82,3.69,2.77
16/03/2016,2.96,3.38,4.74,3.67,2.72
17/03/2016,2.92,3.33,4.66,3.63,2.68
18/03/2016,2.88,3.29,4.59,3.63,2.64
21/03/2016,2.91,3.31,4.59,3.66,2.67
22/03/2016,2.91,3.3,4.53,3.64,2.67
23/03/2016,2.86,3.24,4.43,3.56,2.62
24/03/2016,2.88,3.26,4.47,3.6,2.63
28/03/2016,2.86,3.24,4.45,3.58,2.62
29/03/2016,2.8,3.18,4.42,3.53,2.56
30/03/2016,2.79,3.17,4.4,3.52,2.56
31/03/2016,2.75,3.13,4.35,3.46,2.51
1/4/2016,2.76,3.18,3.98,3.43,2.62
4/4/2016,2.74,3.16,3.97,3.41,2.61
5/4/2016,2.7,3.11,3.93,3.34,2.57
6/4/2016,2.72,3.12,3.97,3.33,2.59
7/4/2016,2.68,3.07,3.92,3.32,2.53
8/4/2016,2.7,3.1,3.93,3.36,2.55
11/4/2016,2.7,3.09,3.92,3.38,2.55
12/4/2016,2.74,3.14,3.93,3.49,2.59
13/04/2016,2.72,3.11,3.87,3.48,2.57
14/04/2016,2.73,3.12,3.86,3.47,2.58
15/04/2016,2.69,3.08,3.81,3.39,2.55
18/04/2016,2.71,3.09,3.82,3.47,2.56
19/04/2016,2.71,3.08,3.77,3.46,2.56
20/04/2016,2.75,3.13,3.78,3.5,2.61
21/04/2016,2.74,3.12,3.75,3.49,2.61
22/04/2016,2.75,3.12,3.74,3.5,2.62
25/04/2016,2.75,3.12,3.74,3.5,2.62
26/04/2016,2.76,3.12,3.76,3.52,2.63
27/04/2016,2.71,3.06,3.7,3.48,2.57
28/04/2016,2.71,3.07,3.7,3.49,2.57
29/04/2016,2.65,3.01,3.62,3.44,2.52
2/5/2016,2.69,3.06,3.66,3.46,2.57
3/5/2016,2.64,3,3.61,3.42,2.51
4/5/2016,2.63,3,3.62,3.45,2.49
5/5/2016,2.6,2.97,3.6,3.41,2.47
6/5/2016,2.63,3.01,3.65,3.47,2.5
9/5/2016,2.6,2.99,4.07,3.45,2.48
10/5/2016,2.61,3,3.75,3.44,2.48
11/5/2016,2.6,3,3.74,3.43,2.47
12/5/2016,2.63,3.04,3.95,3.47,2.5
13/05/2016,2.6,3.02,3.91,3.43,2.47
16/05/2016,2.65,3.06,3.94,3.49,2.51
17/05/2016,2.66,3.07,3.94,3.48,2.52
18/05/2016,2.76,3.18,4.02,3.6,2.62
19/05/2016,2.73,3.15,3.99,3.55,2.59
20/05/2016,2.73,3.16,4,3.56,2.59
23/05/2016,2.74,3.16,4.01,3.56,2.59
24/05/2016,2.74,3.17,4.01,3.58,2.61
25/05/2016,2.74,3.18,4,3.57,2.61
26/05/2016,2.68,3.12,3.94,3.51,2.56
27/05/2016,2.69,3.14,3.95,3.5,2.58
31/05/2016,2.69,3.13,3.94,3.5,2.58
1/6/2016,2.73,3.1,3.53,3.52,2.6
2/6/2016,2.7,3.07,3.5,3.5,2.57
3/6/2016,2.6,2.97,3.4,3.43,2.48
6/6/2016,2.62,2.99,3.41,3.43,2.5
7/6/2016,2.61,2.98,3.39,3.41,2.48
8/6/2016,2.6,2.96,3.36,3.4,2.47
9/6/2016,2.59,2.94,3.32,3.38,2.45
10/6/2016,2.56,2.91,3.29,3.38,2.42
13/06/2016,2.56,2.9,3.27,3.39,2.41
14/06/2016,2.58,2.92,3.29,3.41,2.42
15/06/2016,2.56,2.9,3.27,3.37,2.4
16/06/2016,2.56,2.89,3.26,3.37,2.39
17/06/2016,2.6,2.93,3.31,3.41,2.43
20/06/2016,2.61,2.96,3.32,3.41,2.46
21/06/2016,2.62,2.97,3.33,3.4,2.48
22/06/2016,2.61,2.95,3.3,3.39,2.47
23/06/2016,2.64,2.99,3.32,3.41,2.51
24/06/2016,2.54,2.88,3.24,3.34,2.41
27/06/2016,2.49,2.81,3.17,3.27,2.33
28/06/2016,2.5,2.81,3.17,3.27,2.34
29/06/2016,2.49,2.82,3.16,3.26,2.34
30/06/2016,2.48,2.82,3.14,3.26,2.34
1/7/2016,2.48,2.79,3.1,3.23,2.32
5/7/2016,2.41,2.71,3.03,3.12,2.25
6/7/2016,2.43,2.73,3.06,3.12,2.28
7/7/2016,2.42,2.71,3.04,3.08,2.27
8/7/2016,2.41,2.69,3.01,3.05,2.26
11/7/2016,2.45,2.73,3.04,3.05,2.3
12/7/2016,2.49,2.78,3.05,3.09,2.35
13/07/2016,2.45,2.73,2.99,3.04,2.31
14/07/2016,2.48,2.77,3.02,3.11,2.34
15/07/2016,2.52,2.81,3.08,3.16,2.39
18/07/2016,2.51,2.79,3.04,3.15,2.38
19/07/2016,2.5,2.77,3.02,3.14,2.35
20/07/2016,2.51,2.79,3.02,3.16,2.37
21/07/2016,2.48,2.76,2.99,3.15,2.35
22/07/2016,2.48,2.76,3,3.14,2.35
25/07/2016,2.49,2.77,3.03,3.16,2.37
26/07/2016,2.48,2.77,3.07,3.16,2.36
27/07/2016,2.44,2.73,3.05,3.14,2.31
28/07/2016,2.44,2.74,3.08,3.14,2.32
29/07/2016,2.39,2.69,3.06,3.1,2.27
1/8/2016,2.44,2.73,3.25,3.16,2.32
2/8/2016,2.46,2.77,3.3,3.2,2.34
3/8/2016,2.46,2.77,3.27,3.19,2.34
4/8/2016,2.42,2.74,3.21,3.15,2.31
5/8/2016,2.5,2.82,3.26,3.23,2.38
8/8/2016,2.49,2.81,3.23,3.2,2.37
9/8/2016,2.45,2.76,3.17,3.16,2.34
10/8/2016,2.42,2.73,3.15,3.13,2.31
11/8/2016,2.48,2.8,3.2,3.19,2.38
12/8/2016,2.43,2.74,3.14,3.12,2.33
15/08/2016,2.45,2.77,3.15,3.15,2.36
16/08/2016,2.47,2.79,3.16,3.15,2.37
17/08/2016,2.45,2.77,3.13,3.13,2.36
18/08/2016,2.41,2.74,3.09,3.11,2.33
19/08/2016,2.45,2.77,3.13,3.16,2.36
22/08/2016,2.41,2.73,3.08,3.1,2.32
23/08/2016,2.42,2.74,3.09,3.11,2.33
24/08/2016,2.41,2.74,3.08,3.11,2.33
25/08/2016,2.44,2.76,3.1,3.13,2.35
26/08/2016,2.49,2.81,3.13,3.19,2.4
29/08/2016,2.44,2.74,3.08,3.12,2.34
30/08/2016,2.45,2.75,3.09,3.13,2.34
31/08/2016,2.45,2.75,3.1,3.13,2.34
1/9/2016,2.44,2.75,3.12,3.13,2.35
2/9/2016,2.46,2.77,3.12,3.15,2.37
6/9/2016,2.4,2.72,3.07,3.1,2.32
7/9/2016,2.42,2.73,3.08,3.11,2.33
8/9/2016,2.49,2.8,3.15,3.19,2.4
9/9/2016,2.53,2.85,3.19,3.25,2.44
12/9/2016,2.54,2.85,3.18,3.24,2.43
13/09/2016,2.59,2.91,3.26,3.31,2.49
14/09/2016,2.54,2.86,3.21,3.26,2.45
15/09/2016,2.54,2.87,3.22,3.27,2.46
16/09/2016,2.56,2.88,3.22,3.26,2.46
19/09/2016,2.55,2.87,3.22,3.25,2.46
20/09/2016,2.54,2.86,3.23,3.26,2.45
21/09/2016,2.53,2.86,3.22,3.24,2.44
22/09/2016,2.49,2.82,3.17,3.21,2.41
23/09/2016,2.47,2.81,3.16,3.19,2.39
26/09/2016,2.47,2.79,3.14,3.17,2.38
27/09/2016,2.46,2.77,3.13,3.15,2.36
28/09/2016,2.47,2.77,3.13,3.16,2.37
29/09/2016,2.46,2.76,3.11,3.15,2.36
30/09/2016,2.5,2.81,3.14,3.19,2.4
3/10/2016,2.52,2.83,3.14,3.24,2.42
4/10/2016,2.56,2.87,3.17,3.29,2.46
5/10/2016,2.58,2.89,3.16,3.29,2.49
6/10/2016,2.59,2.9,3.16,3.3,2.5
7/10/2016,2.58,2.89,3.15,3.31,2.49
11/10/2016,2.6,2.91,3.15,3.31,2.51
12/10/2016,2.6,2.91,3.16,3.32,2.52
13/10/2016,2.56,2.87,3.12,3.29,2.48
14/10/2016,2.6,2.92,3.16,3.35,2.52
17/10/2016,2.57,2.89,3.13,3.31,2.49
18/10/2016,2.55,2.86,3.1,3.27,2.47
19/10/2016,2.54,2.86,3.08,3.27,2.47
20/10/2016,2.54,2.86,3.06,3.27,2.47
21/10/2016,2.54,2.87,3.06,3.32,2.47
24/10/2016,2.55,2.89,3.08,3.39,2.49
25/10/2016,2.55,2.89,3.08,3.4,2.49
26/10/2016,2.57,2.92,3.12,3.45,2.51
27/10/2016,2.6,2.96,3.16,3.5,2.55
28/10/2016,2.58,2.96,3.15,3.5,2.55
31/10/2016,2.57,2.95,3.15,3.5,2.54
1/11/2016,2.56,2.95,3.15,3.46,2.53
2/11/2016,2.56,2.94,3.18,3.46,2.53
3/11/2016,2.57,2.96,3.19,3.48,2.56
4/11/2016,2.55,2.93,3.16,3.45,2.54
7/11/2016,2.58,2.97,3.2,3.5,2.57
